UID,NAME,MODEL,DESCRIPTION,PRICE,BRAND,SIZE,Age Group
98629AF8,BLAZER LOW LEATHER SHOES,DmDT2m ,"Sleek, low-profile leather blazers exude understated sophistication.  Crafted from supple leather, their clean lines and minimalist design offer versatile style for the modern professional.  Perfect for boardroom meetings or a night out, these shoes seamlessly blend comfort and refined elegance.",81990,Nike,"6, 9, 10",Adult
12FCD8C9,BLAZER MID  BABY TODDLER SHOES,4G31Wn ,"These adorable Blazer Mid '77 baby and toddler shoes boast a miniaturized classic design, featuring a vibrant color scheme and durable leather construction.  Perfect for little trendsetters, these shoes offer comfort and style for everyday adventures, with secure closures for easy on/off.  A must-have for parents prioritizing both fashion and function.",246170,Nike,"5, 9, 10, 11",Toddler
9AECAE1A,BLAZER MID  BIG KIDS SHOES,QLHvx3 ,"The Converse Blazer Mid '77 Big Kids' shoe boasts a classic silhouette updated with vibrant color choices.  Durable canvas and leather construction provide comfort and style, perfect for active young trendsetters.  Its iconic star logo and high-top design offer a timeless appeal blending retro cool with modern flair.",490690,Nike,"1, 2",Kid
1CE11557,BLAZER MID  EMB MENS SHOES,fZZV39 ,"The Blazer Mid '77 Emb features a vintage-inspired suede and canvas upper, punctuated by embroidered Swooshes.  Its padded low-cut collar offers comfort, while the vulcanized rubber sole ensures durability.  Ideal for the fashion-conscious man seeking a blend of classic style and modern comfort, these sneakers effortlessly elevate any outfit.",286370,Nike,12,Adult
CC767B88,BLAZER MID  LITTLE KIDS SHOES,wFGsNh ,"These Blazer Mid '77 Little Kids' shoes boast a classic, low-profile silhouette, crafted from durable leather and suede.  Their vibrant color scheme and iconic swoosh offer playful style for young trendsetters.  Perfect for everyday wear, these sneakers provide comfort and lasting quality, ideal for active kids.",182500,Nike,1,Kid
F8D69E94,BLAZER MID  MENS SHOES,VlTQdR ,"The Blazer Mid '77, a timeless icon, boasts a crisp white leather upper accented by a bold, contrasting swoosh.  Its clean lines and durable construction speak to classic style and all-day comfort, perfect for the discerning man who appreciates both heritage and modern versatility.  Ideal for casual outings or elevated streetwear.",105460,Nike,"4, 8, 12",Adult
17EF9279,BLAZER MID  SE MENS SHOES,HPpWsj ,"The Blazer Mid '77 SE boasts a vintage-inspired design, showcasing a rich suede and leather upper with contrasting stitching.  Its padded low-cut collar ensures comfort, while the iconic Nike swoosh and vulcanized rubber sole provide both style and durable performance.  Ideal for the fashion-conscious individual seeking a versatile, retro sneaker.",92300,Nike,"5, 6, 7, 8, 10",Adult
F23B4015,BLAZER MID  VINTAGE MENS SHOES,vZC23M ,"Reimagine classic style with the Blazer Mid '77 Vintage.  Premium suede and leather uppers meet a retro silhouette, offering durable comfort and timeless appeal.  Its vulcanized rubber sole provides excellent grip. Perfect for the discerning man who appreciates heritage design and effortless style.",401740,Nike,"4,6",Adult
DE52779B,BLAZER MID  VINTAGE SHOES,kv4WKL ,"Vintage-inspired Blazer Mid '77s, boasting a rich, textured suede upper and a classic Nike swoosh.  These kicks blend retro style with modern comfort, ideal for skaters, sneakerheads, and fashion-forward individuals seeking a timeless, versatile shoe.  Their durable construction ensures lasting wear.",43000,Nike,"8, 11, 12",Adult
AD8856E8,BLAZER MID  VINTAGE WOMENS SHOES,twCzCf ,"Step back in time with these Blazer Mid '77 Vintage women's shoes.  Their retro design, featuring a plush suede and leather upper, delivers timeless style and comfort.  The vintage aesthetic, complete with a padded collar, is perfect for adding a touch of 70s flair to any outfit. Ideal for the fashion-forward woman who appreciates classic design with a modern twist.",329200,Nike,"5, 6, 9, 11, 12",Adult
B6543872,BLAZER MID NEXT NATURE BIG KIDS SHOES,HZ4nP9 ,"These Blazer Mid '77 Next Nature sneakers for big kids boast a sustainable design, blending recycled materials with iconic Nike style.  Their vibrant color pops against the classic silhouette, offering both comfort and eco-conscious cool for active, style-savvy youth.  Perfect for school, play, or everyday adventures.",47800,Nike,2,Kid
BA75B1ED,BLAZER MID NEXT NATURE BIG KIDS SHOES,ZqQQkD ,"These Blazer Mid '77 Next Nature sneakers for big kids boast a sustainable design, featuring recycled materials in a classic silhouette.  The crisp white upper, accented with subtle branding, offers versatile style for everyday wear or playtime.  Perfect for eco-conscious kids seeking comfort and iconic sneaker appeal.",171100,Nike,"2, 3",Kid
5CF46565,BLAZER MID VICTORY WOMENS SHOES,VBxQ88 ,"The sleek Blazer Mid '77 Victory women's shoe boasts a pristine white leather upper, accented by a subtle, elegant swoosh and vintage-inspired details.  Its comfortable cushioning and durable sole are perfect for everyday wear, offering a stylish blend of classic and modern appeal for the fashion-conscious woman.",464100,Nike,10,Adult
EE6DC1E7,BRSB SKATE SHOES,4zkJzG ,"Sleek, low-profile BRSB skate shoes boast a vulcanized sole for superior board feel and durable canvas construction.  Their minimalist design, accented by subtle branding, appeals to skaters seeking both performance and understated style. Ideal for street skating and everyday wear.",174150,Nike,"7, 9, 10, 11",Adult
B47F1253,CHUCK TAYLOR ALL STAR LIFT PLATFORM CANVAS WOMENS SHOES,1kxzVW ,"Elevate your style with Converse Chuck Taylor All-Star Lift Platform Canvas sneakers.  These women's shoes boast a chunky platform sole for added height and a retro-cool canvas upper.  Perfect for adding a touch of edgy vintage flair to any outfit, they offer both comfort and style. Ideal for fashion-forward individuals who value comfort and a unique look.",348710,Converse,"7, 9",Adult
97D0CC78,CHUCK TAYLOR ALL STAR LIFT PLATFORM CANVAS WOMENS SHOES,5Qk67w ,"Elevate your style with Converse Chuck Taylor All-Star Lift Platform canvas sneakers.  These women's shoes boast a chunky platform sole for added height and a retro-cool vibe.  Durable canvas upper, iconic star branding, and comfortable fit make them perfect for everyday wear or a stylish statement.",448750,Converse,"4, 6, 8, 10",Adult
FE97A97E,CHUCK TAYLOR ALL STAR LIFT PLATFORM CANVAS WOMENS SHOES,W0j30X ,"Elevate your style with Converse Chuck Taylor All Star Lift Platform Canvas sneakers.  These women's shoes boast a chunky platform sole for added height and a retro-cool canvas upper.  Perfect for adding a bold edge to everyday outfits or making a statement at any occasion.  Durable canvas, iconic branding, and undeniable comfort meet modern platform style.",226610,Converse,"4, 7, 8, 10",Adult
382C146F,CHUCK TAYLOR ALL STAR LIFT PLATFORM CANVAS WOMENS SHOES,WnnZFz ,"Elevate your style with Converse Chuck Taylor All-Star Lift Platform Canvas sneakers.  These women's shoes boast a classic silhouette with a contemporary platform sole, offering both comfort and a height boost. Durable canvas upper and iconic star branding ensure timeless appeal, perfect for everyday wear or stylish outings.",43460,Converse,"4, 8, 10",Adult
AFFCA8F1,CORTEZ MENS SHOES,SxhPXX ,"The Nike Cortez, a retro-running sneaker, boasts a clean, classic design with a suede and nylon upper.  Its iconic profile, featuring a low-profile silhouette and a signature swoosh, delivers timeless style for the discerning sneakerhead, offering both comfort and heritage appeal for everyday wear.",175470,Nike,4,Adult
FC653135,CORTEZ WOMENS SHOES,tZtTd5 ,"Nike Cortez women's shoes boast a retro-inspired silhouette with a sleek, minimalist design.  Premium leather and suede uppers offer durability and style, while the iconic Nike swoosh adds a timeless touch.  Ideal for everyday wear or athletic pursuits, these shoes offer comfort and vintage appeal to fashion-conscious women.",134790,Nike,"5, 7, 12",Adult
EF219C79,COSMIC UNITY  BASKETBALL SHOES,0zGs9z ,"The Cosmic Unity 3 basketball shoes boast a futuristic, nebula-inspired design with a breathable knit upper and responsive cushioning.  Their vibrant color gradients and dynamic lacing system offer both style and performance, ideal for players seeking cutting-edge technology and bold aesthetics on the court.",122830,Nike,"5, 7, 9, 10, 12",Adult
9D290197,COURT BOROUGH LOW BIG KIDS SHOES,FKCGhn ,"Court Borough Low Big Kids' Shoes boast a sleek, low-profile design crafted from durable leather and textile.  Their classic silhouette, reinforced toe cap, and grippy outsole offer all-day comfort and superior support for active young athletes and stylish trendsetters.  Perfect for school, play, or casual wear.",254900,Nike,"1,2,3",Kid
32BDEA59,COURT LEGACY CANVAS WOMENS SHOES,8KsPn1 ,"The Converse Court Legacy Canvas women's shoe boasts a retro-inspired silhouette with a clean canvas upper, showcasing a modern take on classic court style.  Its vulcanized rubber sole provides durable grip, perfect for everyday wear or casual outings.  The understated design offers versatile style for a young, fashion-conscious audience.",212670,Nike,5,Adult
62F0F3F3,COURT ROYALE  MID WOMENS SHOES,8hGgzj ,"The Court Royale 2 Mid women's shoe boasts a sleek, retro-inspired design with a padded mid-top silhouette for enhanced ankle support. Crafted from supple leather and featuring a durable rubber sole, these shoes offer both style and comfort.  Ideal for everyday wear or casual outings, they're a versatile addition to any wardrobe.",360750,Nike,"6, 11",Adult
9044426E,COURT VINTAGE PREMIUM MENS SHOE,Qfq3Gv ,"Step back in time with these Court Vintage Premium Men's Shoes.  Their rich leather, subtly distressed for a lived-in look, combines classic court styling with modern comfort.  Perfect for the discerning gentleman who appreciates timeless elegance and refined craftsmanship.  Ideal for smart casual occasions or adding a touch of sophistication to everyday wear.",384950,Nike,"4,6",Adult
5EE8952E,COURT VISION LOW NEXT NATURE MENS SHOES,KDZLzS ,"The Court Vision Low Next Nature men's shoe boasts a sleek, minimalist design with recycled materials, reflecting a commitment to sustainability.  Its low-profile silhouette offers comfort and style, perfect for everyday wear or casual outings.  The neutral color palette ensures versatile styling for the modern, environmentally conscious man.",475110,Nike,4,Adult
351FC960,COURT VISION MID NEXT NATURE MENS SHOES,gqpxRh ,"The Court Vision Mid Next Nature boasts a sleek, sustainable design.  Its recycled materials and minimalist aesthetic appeal to eco-conscious individuals seeking stylish, comfortable footwear for everyday wear or casual outings.  The mid-top silhouette offers added support, while the clean lines ensure versatile styling.",397090,Nike,"4, 5, 6, 11",Adult
60289B6F,COURT VISION MID WINTER MENS SHOES,GXw6hp ,"Dominating the court with a sleek, mid-top silhouette, these Court Vision Mid Winter men's shoes boast premium leather and a padded collar for superior comfort and support.  Their rugged outsole provides exceptional grip, ideal for both indoor and outdoor play.  A perfect blend of style and performance for the modern athlete.",456800,Nike,"7, 8, 12",Adult
ADD14FF5,COURT VISION MID WOMENS SHOES,XVMmNM ,"The Court Vision Mid Women's shoe boasts a retro-inspired design with a sleek, low-profile silhouette and supple leather upper.  Its clean lines and padded collar offer both style and comfort, ideal for everyday wear or casual outings.  The durable rubber sole ensures reliable traction, making it a versatile choice for the modern, fashion-conscious woman.",87240,Nike,11,Adult
125BDED5,DBREAK PREMIUM WOMENS SHOES,61jl9b ,"Experience unparalleled comfort and style with the D'Break Premium women's shoe.  Its sleek, modern design features a breathable upper and responsive cushioning, perfect for active women seeking all-day support.  Premium materials and meticulous craftsmanship ensure lasting durability and a sophisticated look.",157840,Nike,"5, 6, 7, 8, 9",Adult
04D82AEC,DUNK HIGH  SHOES,L05QbB ,"Relive 80s hoops style with these Nike Dunk High '85s.  Their pristine white leather upper, contrasted by bold color-blocked accents, offers iconic courtside appeal. Durable construction and comfortable cushioning ensure all-day wear, perfect for sneakerheads and retro-fashion enthusiasts.",167520,Dunk,"6, 11, 12",Adult
0B35F62F,DUNK HIGH  WOMENS SHOES,378C5P ,"Step back to 1985 with these women's Dunk Highs.  Their retro design, clean lines, and premium leather construction exude timeless style.  A vibrant color palette adds a modern twist to this iconic silhouette, perfect for sneakerheads and fashion-forward women seeking comfort and heritage.",296520,Dunk,"4, 6, 7, 12",Adult
3DF781D0,DUNK HIGH BIG KIDS SHOES,1TKwrl ,"These Nike Dunk High Big Kids' shoes boast a bold, two-toned leather design, perfect for young trendsetters.  Durable construction ensures lasting wear, while the iconic high-top silhouette offers superior ankle support.  A classic sneaker with a modern edge, ideal for active kids expressing their unique style.",472750,Dunk,3,Kid
4E6A6BEC,DUNK HIGH BIG KIDS SHOES,q7FFRQ ,"These Nike Dunk High Big Kids' shoes boast a bold, two-toned colorblock design, showcasing premium leather and durable construction.  Their iconic silhouette offers classic style and superior ankle support, perfect for young athletes and sneakerheads seeking both comfort and street-ready flair.  A must-have for the next generation of sneaker enthusiasts.",149010,Dunk,"1,2,3",Kid
